date,temperaturemin,temperaturemax,precipitation,snow,snwd,awnd
11/17/21,42,75,0,0,0,6.04
12/11/21,55,73,0.41,0,0,12.3
12/15/21,32,62,0,0,0,2.01
12/28/21,53,75,0,0,0,9.17
2/5/22,27,47,0,0,0,6.5
2/22/22,59,73,0,0,0,11.4
3/5/22,45,70,0,0,0,6
3/9/22,45,52,0.42,0,0,4.5
1/24/17,41,63,0,0,0,6.04
2/16/17,32,53,0,0,0,6.71
4/2/17,49,69,0,0,0,6.04
4/16/17,60,82,0,0,0,12.75
4/17/17,62,86,0.05,0,0,9.84
5/11/17,61,84,0.48,0,0,4.92
5/30/17,68,82,0.06,0,0,4.03
6/3/17,57,88,0,0,0,3.36
6/18/17,74,91,0.17,0,0,8.72
6/25/17,67,84,0,0,0,3.58
7/13/17,78,97,0,0,0,8.5
7/28/17,75,94,0.21,0,0,7.61
7/30/17,63,85,0,0,0,6.26
9/5/17,64,90,0.06,0,0,8.05
9/6/17,61,82,0.52,0,0,4.92
1/23/18,47,70,0.83,0,0,15.66
1/24/18,34,54,0,0,0,4.03
3/3/18,35,57,0,0,0,8.72
3/20/18,36,57,1.05,0,0,8.72
4/4/18,48,77,0,0,0,13.87
4/15/18,61,82,3.31,0,0,12.53
7/19/18,63,90,0,0,0,7.16
8/1/18,73,90,0.02,0,0,9.17
8/20/18,68,87,0.86,0,0,4.47
8/27/18,69,93,0,0,0,4.03
10/4/18,66,89,0,0,0,2.68
10/7/18,66,87,0,0,0,2.91
10/8/18,69,85,0,0,0,6.26
12/17/18,36,61,0,0,0,5.82
1/25/19,27,47,0,0,0,3.58
7/16/19,71,96,0,0,0,3.36
7/18/19,74,96,0.02,0,0,7.61
8/5/19,68,85,0.22,0,0,2.68
10/26/19,53,79,0,0,0,6.04
11/2/19,36,62,0,0,0,1.12
12/2/19,38,50,0,0,0,7.83
12/4/19,33,57,0,0,0,4.7
2/16/20,31,55,0.05,0,0,3.58
3/13/20,63,75,0.07,0,0,8.95
3/16/20,42,59,0,0,0,4.47
3/21/20,50,73,0.07,0,0,6.26
5/9/20,39,63,0,0,0,5.14
5/11/20,46,67,0,0,0,8.5
6/4/20,71,92,0,0,0,10.29
6/16/20,59,62,0.52,0,0,11.18
6/26/20,63,89,0,0,0,2.91
7/22/20,73,96,0,0,0,8.95
8/8/20,71,90,0,0,0,3.8
8/20/20,68,85,0,0,0,5.37
8/24/20,74,86,0,0,0,7.38
9/5/20,61,81,0,0,0,6.26
11/27/20,49,67,0,0,0,2.46
3/6/21,33,55,0,0,0,2.68
3/16/21,35,45,0.37,0,0,4.92
3/27/21,55,77,0.91,0,0,4.25
5/31/21,51,75,0,0,0,1.34
6/17/21,58,82,0,0,0,3.58
7/4/21,60,84,0,0,0,2.24
7/22/21,70,86,0,0,0,4.92
9/9/21,63,75,1.6,0,0,5.14
9/19/21,66,90,0,0,0,4.47
9/28/21,59,87,0,0,0,4.7
10/10/21,64,76,0,0,0,8.05
10/15/21,59,85,0,0,0,2.91
11/23/21,27,47,0,0,0,3.58
1/3/22,31,60,2.29,0,0,10.3
1/12/22,25,53,0,0,0,6.3
1/16/22,25,38,1.22,0,0,12.3
3/14/22,32,67,0,0,0,3.8
3/28/22,29,61,0,0,0,7.6
5/29/17,64,87,0.08,0,0,3.13
6/12/17,67,89,0,0,0,6.49
7/22/17,76,101,0,0,0,10.74
8/31/17,69,87,0.01,0,0,7.16
12/1/17,41,63,0,0,0,5.14
1/7/17,20,32,0.6,0.5,0,9.62
1/13/17,50,76,0.01,0,0,7.38
1/25/17,36,73,0,0,0,7.61
2/20/17,42,73,0,0,0,1.79
2/28/17,50,77,0,0,0,7.16
4/22/17,56,87,0.09,0,0,9.4
4/28/17,69,88,0,0,0,9.17
5/3/17,53,79,0,0,0,5.14
5/4/17,57,80,0.29,0,0,10.74
6/9/17,53,83,0,0,0,4.03
6/17/17,72,86,0.21,0,0,5.82
7/15/17,75,94,0,0,0,5.82
8/10/17,63,88,0,0,0,4.03
10/8/17,74,84,0.02,0,0,8.28
10/9/17,74,92,0.09,0,0,11.86
1/3/18,9,32,0.06,0.9,0,4.25
1/26/18,25,57,0,0,0,4.25
2/2/18,24,57,0.16,0,0,7.83
3/11/18,38,49,0.21,0,0,7.83
6/8/18,65,89,0,0,0,4.47
6/21/18,72,92,0.12,0,0,3.58
7/20/18,69,86,0,0,0,9.4
9/18/18,71,85,0,0,0,6.93
10/16/18,64,75,0.01,0,0,4.92
10/21/18,37,58,0,0,0,5.59
10/30/18,35,65,0,0,0,1.12
11/15/18,36,43,0.88,0,0,10.29
11/26/18,39,63,0.01,0,0,9.84
2/5/19,38,76,0,0,0,1.57
4/4/19,48,75,0,0,0,5.14
4/19/19,64,73,1.31,0,0,14.54
4/26/19,51,77,0.21,0,0,12.97
6/20/19,69,93,0.3,0,0,10.74
6/23/19,67,81,0,0,0,4.03
6/24/19,64,95,0,0,0,7.38
8/8/19,68,91,0.12,0,0,3.36
8/27/19,65,81,0.01,0,0,3.36
9/23/19,62,91,0,0,0,7.61
10/4/19,68,94,0,0,0,8.5
11/14/19,24,48,0.26,0,0,2.24
11/24/19,38,61,0.31,0,0,7.61
12/1/19,46,66,0.46,0,0,7.16
1/18/20,36,49,0.14,0,0,6.49
2/18/20,38,61,0.07,0,0,4.92
3/2/20,41,69,0,0,0,12.75
3/5/20,45,56,0.05,0,0,4.92
3/10/20,57,70,0.01,0,0,12.08
4/16/20,34,67,0,0,0,3.8
4/28/20,42,77,0,0,0,4.92
5/2/20,43,75,0,0,0,3.8
5/29/20,69,81,0.78,0,0,6.71
6/8/20,71,88,0,0,0,5.82
6/11/20,71,88,0.11,0,0,9.62
8/18/20,65,87,0,0,0,1.79
8/25/20,73,91,0,0,0,7.61
8/28/20,76,92,0,0,0,9.62
9/7/20,57,83,0,0,0,2.91
9/16/20,56,79,0,0,0,6.71
10/6/20,48,78,0,0,0,2.46
10/16/20,55,70,0.79,0,0,7.83
10/29/20,68,82,0.01,0,0,17
11/7/20,54,77,0,0,0,2.01
11/21/20,41,73,0,0,0,0.89
12/5/20,37,57,0.08,0,0,7.61
12/16/20,35,39,0.94,0,0,7.38
1/22/21,36,60,0,0,0,3.58
2/16/21,34,60,0.01,0,0,9.4
3/13/21,53,69,0,0,0,2.46
5/19/21,51,84,0,0,0,2.01
6/2/21,60,81,1.82,0,0,5.14
7/17/21,73,92,0,0,0,9.62
7/31/21,73,91,0,0,0,5.82
9/27/21,51,84,0,0,0,3.58
10/6/21,67,83,0,0,0,6.26
10/19/21,42,75,0,0,0,2.24
10/30/21,49,61,0,0,0,7.16
11/27/21,28,54,0,0,0,3.58
12/3/21,44,74,0,0,0,3.8
12/16/21,36,69,0,0,0,5.82
12/19/21,34,65,0.67,0,0,7.83
1/1/22,64,79,0.43,0,0,14.3
2/21/22,32,71,0,0,0,3.6
2/28/22,32,60,0,0,0,4.5
3/11/22,45,61,0.06,0,0,3.4
3/19/22,61,79,0,0,0,16.1
4/21/22,43,75,0,0,0,4.9
4/22/22,53,83,0,0,0,4.5
5/7/22,53,75,0.02,0,0,8.7
9/14/18,73,79,2.5,0,0,20.36
10/27/18,47,55,0.01,0,0,8.5
12/19/18,27,53,0,0,0,1.12
1/10/19,27,39,0,0,0,6.93
3/14/19,50,75,0,0,0,10.29
4/10/19,54,74,0,0,0,4.25
7/6/19,74,93,0,0,0,8.95
11/13/19,25,40,0,0,0,5.59
12/6/19,31,56,0,0,0,4.47
1/9/20,30,51,0,0,0,6.04
1/24/20,39,65,0.21,0,0,9.84
4/20/20,51,62,0.68,0,0,4.92
4/24/20,61,80,0.01,0,0,10.51
7/25/20,71,94,0.38,0,0,4.25
7/29/20,72,92,0.59,0,0,5.14
8/23/20,72,89,0,0,0,8.5
9/13/20,64,85,0,0,0,3.8
10/19/20,51,75,0,0,0,0.67
11/3/20,33,66,0,0,0,3.13
4/3/21,26,60,0,0,0,3.13
7/30/21,76,96,0,0,0,6.71
9/14/21,67,91,0,0,0,6.04
11/10/21,43,79,0,0,0,1.34
12/1/21,30,67,0,0,0,3.36
3/23/22,59,74,0.13,0,0,9.8
4/2/22,35,66,0,0,0,3.8
3/3/17,31,54,0,0,0,6.71
3/8/17,46,69,0.05,0,0,8.5
4/5/17,53,78,0.32,0,0,6.71
4/9/17,38,77,0,0,0,4.47
5/13/17,52,66,0.23,0,0,4.47
5/22/17,68,80,0.3,0,0,8.05
8/27/17,63,81,0,0,0,9.17
12/12/17,30,53,0,0,0,9.62
3/26/17,52,77,0,0,0,6.93
12/20/17,48,56,0.42,0,0,2.46
2/15/18,54,75,0,0,0,14.32
2/16/18,56,81,0.02,0,0,13.42
4/20/18,34,65,0,0,0,2.91
5/3/18,57,85,0,0,0,11.86
5/22/18,67,85,0.05,0,0,5.82
6/17/18,70,93,0,0,0,5.37
7/7/18,67,79,0.65,0,0,9.4
9/26/18,66,87,0.12,0,0,5.37
10/24/18,38,61,0,0,0,3.58
12/7/18,29,50,0,0,0,1.79
12/16/18,42,60,0,0,0,7.61
12/25/18,26,50,0,0,0,1.57
12/26/18,26,51,0,0,0,2.46
1/11/19,21,43,0,0,0,2.01
2/3/19,33,61,0,0,0,0
3/17/19,35,57,0,0,0,3.8
3/25/19,51,71,0.54,0,0,7.38
10/3/19,70,100,0,0,0,3.58
3/30/20,62,77,0,0,0,7.16
5/20/20,53,59,1.59,0,0,13.65
5/27/20,67,78,0.37,0,0,8.28
7/24/20,72,90,0.01,0,0,6.49
8/5/20,71,89,0,0,0,5.37
9/14/20,66,85,0,0,0,6.71
9/23/20,50,73,0,0,0,1.34
11/15/20,51,76,0,0,0,10.51
11/22/20,41,70,0,0,0,2.01
2/5/21,39,49,0.16,0,0,8.28
3/31/21,60,74,0.4,0,0,7.83
5/16/21,45,73,0.01,0,0,1.79
7/3/21,59,81,0,0,0,3.13
8/10/21,73,96,0,0,0,6.49
9/4/21,54,85,0,0,0,2.91
10/23/21,50,73,0,0,0,2.24
11/2/21,45,66,0,0,0,5.14
12/10/21,37,59,0,0,0,2.46
2/5/17,27,60,0.01,0,0,4.92
2/22/17,51,70,0,0,0,3.8
3/16/17,24,50,0,0,0,6.04
4/10/17,49,78,0,0,0,9.62
4/14/17,53,81,0,0,0,4.47
5/15/17,60,85,0,0,0,4.7
7/10/17,70,90,0,0,0,4.47
8/23/17,74,95,0.21,0,0,5.82
9/18/17,65,83,0,0,0,6.71
9/20/17,62,91,0,0,0,3.58
10/24/17,52,72,0,0,0,6.49
10/28/17,47,74,0.76,0,0,4.92
12/15/17,31,43,0,0,0,5.14
2/25/18,60,73,0,0,0,11.18
3/25/18,33,54,0.3,0,0,9.84
3/30/18,51,71,0.03,0,0,13.2
6/6/18,61,85,0.23,0,0,5.14
8/4/18,71,89,0,0,0,3.8
9/11/18,68,88,0,0,0,2.91
12/3/18,47,68,0,0,0,5.59
5/13/19,57,74,1.32,0,0,3.58
7/2/19,68,95,0,0,0,3.36
10/16/19,52,66,0.47,0,0,5.59
11/15/19,39,47,0.07,0,0,6.71
11/22/19,49,66,0,0,0,8.05
1/2/20,35,58,0.1,0,0,7.16
2/12/20,51,64,0,0,0,6.71
3/19/20,59,81,0.01,0,0,10.07
7/11/20,70,92,0.02,0,0,5.14
8/15/20,71,87,1.38,0,0,3.8
11/1/20,48,63,0.38,0,0,6.71
2/6/21,27,55,0.31,0,0,2.01
3/12/21,54,80,0,0,0,8.72
4/14/21,55,82,0.13,0,0,7.16
6/13/21,66,85,0,0,0,4.92
7/20/21,66,84,0,0,0,2.01
8/16/21,71,90,0.39,0,0,3.58
1/5/22,30,59,0,0,0,4.9
1/7/22,27,52,0,0,0,8.1
2/24/22,42,57,0.04,0,0,
5/12/22,62,70,0.07,0,0,10.7
1/1/17,41,50,0.54,0,0,6.49
2/7/17,49,76,0,0,0,12.53
2/21/17,44,66,0,0,0,5.82
7/27/17,72,94,0.02,0,0,7.61
8/8/17,68,78,1.5,0,0,5.82
9/3/17,62,83,0,0,0,4.25
9/29/17,60,72,0,0,0,6.04
7/16/17,73,91,0.05,0,0,5.14
7/19/17,67,94,0,0,0,2.68
12/17/17,27,51,0,0,0,2.24
8/21/17,71,93,0,0,0,3.13
11/8/17,43,45,0.13,0,0,8.28
11/9/17,45,50,0.27,0,0,4.03
12/18/17,35,61,0,0,0,2.01
1/29/18,33,52,0.59,0,0,8.05
3/10/18,38,56,0,0,0,3.13
3/29/18,56,80,0,0,0,13.87
4/14/18,59,81,0,0,0,13.87
3/13/18,29,48,0,0,1.2,6.71
5/17/18,69,77,0.69,0,0,7.16
8/12/18,70,89,0.8,0,0,2.91
8/21/18,71,87,0.01,0,0,9.4
9/13/18,74,81,0.28,0,0,11.18
9/20/18,67,87,0,0,0,4.25
11/4/18,37,65,0.04,0,0,7.38
12/5/18,30,48,0,0,0,4.03
12/9/18,30,38,1.75,7,3.1,15.21
1/17/19,28,49,0.01,0,0,4.7
5/4/19,65,86,0.63,0,0,7.38
5/17/19,58,85,0,0,0,6.26
5/19/19,69,89,0,0,0,10.74
5/20/19,69,88,0,0,0,10.96
5/29/19,68,95,0,0,0,5.37
6/3/19,60,82,0,0,0,4.7
6/18/19,71,91,0.06,0,0,9.4
7/20/19,73,95,0,0,0,5.37
10/24/19,40,73,0,0,0,1.57
12/13/19,36,49,1.4,0,0,4.25
3/9/20,37,69,0,0,0,11.41
4/19/20,39,70,0,0,0,4.03
6/24/20,70,88,0,0,0,4.92
7/23/20,73,95,0.36,0,0,6.26
9/25/20,61,69,1.9,0,0,5.82
10/7/20,57,83,0,0,0,5.82
12/2/20,29,53,0,0,0,4.47
12/11/20,35,68,0,0,0,1.34
2/23/21,31,65,0,0,0,6.93
3/8/21,26,61,0,0,0,1.12
4/29/21,67,86,0,0,0,16.11
6/15/21,64,85,0,0,0,5.14
8/29/21,71,95,0,0,0,2.46
9/5/21,64,89,0,0,0,8.5
11/22/21,41,57,0.52,0,0,4.25
12/6/21,47,73,0,0,0,11.41
1/8/22,21,42,0,0,0,3.8
2/20/22,26,54,0,0,0,5.4
3/22/22,47,76,0,0,0,8.1
1/9/17,9,31,0,0,1.2,2.46
3/6/17,34,65,0,0,0,6.71
4/20/17,56,85,0,0,0,5.82
5/12/17,54,61,0.07,0,0,7.61
5/18/17,66,86,0,0,0,10.96
6/5/17,67,85,1.54,0,0,6.04
7/14/17,77,97,0,0,0,9.4
7/18/17,71,89,0,0,0,5.14
8/19/17,73,92,0.05,0,0,2.91
8/30/17,59,84,0,0,0,1.79
9/1/17,64,78,1.06,0,0,7.83
9/11/17,58,67,0.01,0,0,12.75
10/2/17,47,76,0,0,0,4.92
10/12/17,65,77,0,0,0,8.28
10/14/17,62,78,0,0,0,3.13
10/29/17,41,68,0.78,0,0,7.61
2/7/18,44,65,0.21,0,0,8.5
2/17/18,40,56,0.06,0,0,6.93
4/1/18,41,75,0,0,0,7.61
4/13/18,52,80,0,0,0,14.32
5/1/18,45,83,0,0,0,4.47
5/26/18,68,87,0.33,0,0,8.5
7/8/18,62,82,0,0,0,8.05
7/18/18,72,89,0,0,0,6.71
7/23/18,70,88,0.02,0,0,6.26
8/7/18,71,93,0.2,0,0,6.71
8/9/18,69,90,0,0,0,4.7
8/10/18,69,91,0,0,0,2.01
8/31/18,69,92,0.27,0,0,3.8
9/10/18,67,88,0.26,0,0,4.47
10/3/18,64,86,0,0,0,2.68
10/11/18,63,79,2.6,0,0,11.63
10/13/18,48,70,0,0,0,3.36
10/18/18,43,62,0,0,0,4.47
10/25/18,36,55,0,0,0,1.34
11/24/18,36,45,0.72,0,0,5.14
12/20/18,45,66,0.68,0,0,8.72
12/22/18,34,53,0,0,0,6.71
12/30/18,45,59,0.01,0,0,2.91
2/4/19,37,68,0,0,0,2.68
3/16/19,40,59,0,0,0,4.92
4/13/19,64,70,0.93,0,0,5.59
4/14/19,66,79,0.28,0,0,11.86
5/7/19,58,79,0,0,0,4.47
5/12/19,65,76,0,0,0,11.63
7/13/19,73,95,0,0,0,4.92
9/8/19,66,89,0,0,0,4.03
9/24/19,64,89,0,0,0,3.8
9/28/19,71,94,0,0,0,7.61
10/6/19,57,82,0,0,0,4.47
10/25/19,52,75,0,0,0,1.12
11/12/19,29,56,0.94,0,0,6.71
11/28/19,41,59,0,0,0,7.16
1/5/20,37,51,0,0,0,7.61
1/19/20,32,56,0.01,0,0,9.17
2/13/20,50,69,0.57,0,0,11.41
3/4/20,47,60,0,0,0,5.82
3/28/20,62,89,0,0,0,7.16
4/7/20,51,84,0,0,0,6.04
4/26/20,51,74,0.26,0,0,7.16
4/27/20,44,69,0,0,0,6.26
5/26/20,66,79,0,0,0,6.93
6/13/20,63,83,0,0,0,7.16
6/15/20,58,65,0.77,0,0,9.84
7/3/20,66,94,0,0,0,2.24
8/6/20,72,87,0.06,0,0,2.91
9/29/20,59,85,0.68,0,0,7.61
10/9/20,56,72,0,0,0,5.14
12/30/20,26,46,0.06,0,0,1.79
1/8/21,35,40,0.35,0,0,5.59
2/4/21,23,53,0,0,0,5.14
2/15/21,35,43,0.63,0,0,6.26
3/5/21,34,52,0,0,0,4.7
3/9/21,33,72,0,0,0,3.36
3/30/21,40,74,0,0,0,7.38
5/25/21,65,85,0,0,0,4.7
6/12/21,70,80,0.03,0,0,7.38
6/24/21,57,79,0,0,0,6.93
6/29/21,71,91,0,0,0,5.59
9/3/21,54,83,0,0,0,3.13
9/20/21,70,84,0,0,0,8.28
10/5/21,66,88,0,0,0,3.36
11/5/21,34,53,0,0,0,6.26
1/2/22,59,70,0.81,0,0,11.4
1/31/22,22,53,0,0,0,2.7
3/6/22,62,81,0,0,0,14.3
5/28/22,61,82,0.62,0,0,2.5
2/2/17,37,61,0,0,0,2.24
3/25/17,52,76,0,0,0,10.74
6/20/17,67,82,0.72,0,0,4.47
7/17/17,71,90,0.02,0,0,4.47
7/25/17,74,91,0,0,0,4.7
9/2/17,61,83,0,0,0,6.26
11/29/17,40,70,0,0,0,2.46
4/25/18,51,68,0,0,0,3.8
7/24/18,71,86,0,0,0,7.38
9/8/18,71,91,0,0,0,3.13
9/22/18,67,88,0,0,0,4.47
9/25/18,69,85,0,0,0,3.36
11/16/18,34,54,0,0,0,5.59
12/8/18,31,43,0,0,0,4.7
3/11/19,44,66,0,0,0,2.91
4/21/19,44,64,0,0,0,3.13
7/29/19,66,93,0,0,0,4.92
8/3/19,70,86,0,0,0,3.36
8/20/19,71,93,0,0,0,7.61
9/16/19,69,90,0,0,0,3.8
11/7/19,41,70,0.08,0,0,4.92
11/26/19,34,65,0,0,0,2.91
2/1/20,36,45,0.04,0,0,4.25
5/7/20,40,67,0,0,0,5.59
5/14/20,58,81,0,0,0,8.05
6/9/20,73,90,0,0,0,6.04
9/26/20,59,73,0,0,0,2.46
11/3/21,44,56,0,0,0,6.04
12/8/21,32,48,0.14,0,0,2.01
3/27/22,34,60,0,0,0,7.6
4/12/22,60,83,0,0,0,8.3
5/25/22,60,68,0,0,0,7.8
1/4/17,41,64,0,0,0,5.82
3/30/17,55,67,0,0,0,8.95
4/12/17,56,83,0,0,0,4.03
8/2/17,66,91,0,0,0,3.36
3/15/18,24,65,0,0,0,11.63
6/23/18,74,92,0.18,0,0,8.72
6/27/18,65,86,0,0,0,3.58
10/19/18,39,69,0,0,0,3.13
1/13/19,32,37,1.04,0,0,7.38
4/9/19,61,74,0.04,0,0,5.82
5/3/19,63,84,0,0,0,8.28
5/10/19,66,78,0,0,0,8.28
7/24/19,62,84,0,0,0,4.7
9/13/19,71,82,0.01,0,0,8.95
12/19/19,27,44,0,0,0,1.79
12/23/19,42,50,0.25,0,0,5.59
1/29/20,28,50,0,0,0,2.68
2/8/20,27,43,0,0,0,5.37
2/22/20,22,54,0,0,0,2.68
4/18/20,41,67,0.36,0,0,9.17
5/3/20,53,86,0,0,0,9.17
9/12/20,68,80,0.01,0,0,8.72
10/15/20,53,80,0,0,0,5.82
11/14/20,43,66,0,0,0,3.13
12/3/20,26,58,0,0,0,3.58
2/7/21,29,49,0.66,0,0,4.25
3/22/21,43,69,0,0,0,10.51
5/24/21,64,93,0.31,0,0,3.8
6/8/21,71,88,0,0,0,10.96
6/25/21,63,80,0.04,0,0,4.47
7/15/21,71,91,0,0,0,6.93
4/13/22,63,84,0,0,0,12.3
4/16/22,51,76,0,0,0,6.5
4/24/22,59,84,0,0,0,8.1
5/10/22,48,75,0,0,0,9.4